id,loan_amnt,term,int_rate,installment,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,total_pymnt
808459,26250, 60 months,16.89%,650.83,MORTGAGE,57120,Verified,Jul-11,Charged Off,debt_consolidation,5856.4
808396,28000, 60 months,11.49%,543.65,MORTGAGE,1.00E+05,Verified,Jul-11,Current,debt_consolidation,31433.31
808436,10000, 60 months,11.49%,219.88,RENT,45000,Source Verified,Jul-11,Fully Paid,debt_consolidation,10644.88841
806824,5600, 36 months,5.42%,168.9,MORTGAGE,72000,Not Verified,Jul-11,Fully Paid,home_improvement,5731.745821
808408,4800, 36 months,12.99%,161.71,RENT,54000,Not Verified,Jul-11,Fully Paid,debt_consolidation,5177.873151
808311,8450, 36 months,6.99%,260.88,MORTGAGE,98400,Not Verified,Jul-11,Charged Off,small_business,8546.69
808011,9000, 36 months,13.49%,305.38,RENT,62532,Source Verified,Jul-11,Fully Paid,debt_consolidation,10973.20833
808395,24250, 60 months,20.62%,453.6,MORTGAGE,58000,Verified,Jul-11,Current,debt_consolidation,25975.46
808268,6800, 36 months,8.49%,214.63,RENT,68004,Source Verified,Jul-11,Fully Paid,major_purchase,7695.645953
808321,8000, 36 months,18.39%,290.79,RENT,84000,Verified,Jul-11,Charged Off,debt_consolidation,3822.6
796114,5000, 36 months,6.99%,154.37,MORTGAGE,65000,Verified,Jul-11,Fully Paid,debt_consolidation,5138.286858
805785,16000, 36 months,8.49%,505.01,RENT,44000,Source Verified,Jul-11,Fully Paid,credit_card,18180.21754
807069,15000, 60 months,11.49%,329.82,MORTGAGE,85000,Source Verified,Jul-11,Fully Paid,debt_consolidation,19597.10002
808237,3600, 36 months,15.23%,125.21,RENT,160000,Not Verified,Jul-11,Fully Paid,debt_consolidation,4507.154275
808247,15000, 36 months,6.99%,463.09,RENT,99000,Not Verified,Jul-11,Fully Paid,debt_consolidation,16433.20619
808239,20000, 36 months,11.99%,664.2,RENT,90000,Not Verified,Jul-11,Fully Paid,debt_consolidation,23891.1589
807649,5000, 36 months,9.99%,161.32,MORTGAGE,48000,Source Verified,Jul-11,Fully Paid,home_improvement,5807.205108
801564,9600, 60 months,10.99%,208.68,RENT,60000,Verified,Jul-11,Fully Paid,car,12495.36001
808186,4600, 36 months,10.59%,149.71,RENT,40000,Source Verified,Jul-11,Fully Paid,wedding,5389.413689
808182,10625, 36 months,8.49%,335.36,RENT,62467,Source Verified,Jul-11,Fully Paid,car,11454.86546
797777,4000, 36 months,5.42%,120.64,MORTGAGE,55000,Not Verified,Jul-11,Fully Paid,major_purchase,4130.565386
802733,6000, 36 months,5.42%,180.96,MORTGAGE,70000,Source Verified,Jul-11,Fully Paid,moving,6364.26743
808129,8000, 36 months,10.99%,261.88,RENT,54000,Not Verified,Jul-11,Fully Paid,debt_consolidation,9427.334452
806723,21000, 36 months,11.99%,697.41,RENT,80000,Not Verified,Jul-11,Fully Paid,debt_consolidation,24413.88486
808071,12200, 36 months,11.49%,402.25,RENT,42000,Verified,Jul-11,Charged Off,major_purchase,7767.07
808113,15775, 36 months,10.59%,513.4,RENT,56472,Not Verified,Jul-11,Fully Paid,debt_consolidation,17412.70233
808039,18225, 60 months,17.99%,384.63,MORTGAGE,42000,Verified,Jul-11,Charged Off,debt_consolidation,8350.9
808022,12000, 60 months,17.49%,301.41,RENT,30000,Verified,Jul-11,Charged Off,debt_consolidation,15974.73
808015,12000, 60 months,13.49%,276.06,RENT,50000,Not Verified,Jul-11,Charged Off,other,11745.96
807968,10825, 36 months,10.99%,354.35,OWN,44630.28,Not Verified,Jul-11,Fully Paid,credit_card,12756.40283
807961,5000, 36 months,5.42%,150.8,MORTGAGE,40000,Source Verified,Jul-11,Fully Paid,other,5428.767193
806698,5000, 60 months,15.99%,121.57,RENT,39996,Not Verified,Jul-11,Current,other,7025.33
807954,25000, 60 months,21.74%,445.04,RENT,57000,Verified,Jul-11,Charged Off,small_business,4893.66
806526,8000, 36 months,9.99%,258.1,RENT,73008,Not Verified,Jul-11,Fully Paid,major_purchase,9289.466557
807941,15000, 36 months,16.89%,533.98,OWN,60000,Source Verified,Jul-11,Fully Paid,debt_consolidation,17853.54468
800498,12000, 60 months,13.49%,276.06,RENT,56496,Not Verified,Jul-11,Fully Paid,debt_consolidation,16402.95999
807808,5500, 60 months,17.49%,138.15,RENT,25008,Not Verified,Jul-11,Fully Paid,debt_consolidation,7328.592148
807879,2500, 36 months,11.99%,83.03,MORTGAGE,90000,Source Verified,Jul-11,Fully Paid,home_improvement,2988.827573
807820,4800, 36 months,5.42%,144.77,MORTGAGE,35000,Not Verified,Jul-11,Fully Paid,home_improvement,5211.610511
805279,13500, 60 months,17.99%,342.74,RENT,26500,Verified,Jul-11,Charged Off,debt_consolidation,1365.56
806667,8500, 36 months,5.42%,256.36,MORTGAGE,38000,Not Verified,Jul-11,Fully Paid,debt_consolidation,9154.631771
807144,4000, 36 months,9.99%,129.05,MORTGAGE,53400,Source Verified,Jul-11,Fully Paid,home_improvement,4065.938472
807323,25000, 36 months,16.89%,889.96,MORTGAGE,95000,Source Verified,Jul-11,Fully Paid,home_improvement,32038.10273
806516,3075, 36 months,10.99%,100.66,RENT,44000,Not Verified,Jul-11,Fully Paid,credit_card,3591.711362
807724,8000, 36 months,16.49%,283.2,RENT,45000,Not Verified,Jul-11,Fully Paid,debt_consolidation,10194.9879
807747,13000, 36 months,6.99%,401.35,MORTGAGE,83200,Source Verified,Jul-11,Fully Paid,home_improvement,14448.3135
807743,3600, 36 months,7.49%,111.97,OWN,50000,Not Verified,Jul-11,Fully Paid,debt_consolidation,3733.034422
807728,4800, 36 months,5.99%,146.01,MORTGAGE,110000,Not Verified,Jul-11,Fully Paid,other,5135.835081
807705,15000, 60 months,16.49%,274.68,RENT,55000,Source Verified,Jul-11,Current,small_business,15901.99
786035,25000, 60 months,15.23%,597.78,MORTGAGE,84000,Verified,Jul-11,Current,debt_consolidation,34602.85
807679,1600, 36 months,13.99%,54.68,RENT,60000,Source Verified,Jul-11,Fully Paid,debt_consolidation,1968.321741
795595,14000, 60 months,10.59%,301.54,MORTGAGE,53280,Not Verified,Jul-11,Current,car,17438.11
807631,7500, 36 months,9.99%,241.97,MORTGAGE,71000,Not Verified,Jul-11,Fully Paid,credit_card,8710.865414
807635,1800, 36 months,11.49%,59.35,MORTGAGE,51000,Not Verified,Jul-11,Fully Paid,debt_consolidation,2136.525256
807043,15000, 36 months,8.49%,473.45,RENT,69000,Source Verified,Jul-11,Fully Paid,debt_consolidation,15943.5375
779618,6000, 36 months,14.79%,207.38,MORTGAGE,40000,Source Verified,Jul-11,Fully Paid,debt_consolidation,6774.282302
807350,7800, 60 months,12.99%,177.44,RENT,75000,Not Verified,Jul-11,Charged Off,other,6435.28
807547,13000, 36 months,10.99%,425.55,RENT,55000,Not Verified,Jul-11,Fully Paid,debt_consolidation,14479.12677
807513,12000, 36 months,10.99%,392.81,RENT,37200,Not Verified,Jul-11,Charged Off,debt_consolidation,1298.61
764541,5000, 36 months,16.49%,177,RENT,35000,Not Verified,Jul-11,Fully Paid,small_business,6336.53093
807517,5000, 36 months,9.99%,161.32,RENT,61000,Not Verified,Jul-11,Fully Paid,debt_consolidation,5807.205108
807510,14000, 60 months,10.99%,304.33,RENT,27000,Not Verified,Jul-11,Current,debt_consolidation,17636.26
807491,2000, 36 months,5.99%,60.84,MORTGAGE,50031,Source Verified,Jul-11,Fully Paid,home_improvement,2190.036005
807500,11000, 60 months,20.25%,292.97,MORTGAGE,51600,Verified,Jul-11,Charged Off,small_business,2345.9
805912,29175, 36 months,8.49%,920.85,MORTGAGE,103000,Verified,Jul-11,Fully Paid,home_improvement,29970.27046
807407,7200, 36 months,7.49%,223.94,MORTGAGE,40000,Not Verified,Jul-11,Fully Paid,major_purchase,7878.980848
807184,8500, 36 months,14.79%,293.79,MORTGAGE,59826,Verified,Jul-11,Charged Off,debt_consolidation,6693.15
807326,2400, 36 months,11.49%,79.14,RENT,60000,Not Verified,Jul-11,Fully Paid,debt_consolidation,2751.789248
807298,15500, 36 months,10.99%,507.38,MORTGAGE,80000,Source Verified,Jul-11,Fully Paid,debt_consolidation,16505.38977
807271,14750, 60 months,17.49%,370.48,MORTGAGE,73000,Not Verified,Jul-11,Fully Paid,debt_consolidation,18742.81442
803509,9800, 60 months,17.99%,248.81,RENT,145008,Verified,Jul-11,Fully Paid,debt_consolidation,13529.49577
804090,14400, 36 months,11.99%,478.22,MORTGAGE,124896,Not Verified,Jul-11,Fully Paid,debt_consolidation,17050.024
807193,4200, 60 months,13.99%,97.71,MORTGAGE,48000,Not Verified,Jul-11,Fully Paid,other,5449.180313
807257,35000, 60 months,17.49%,797.46,MORTGAGE,65000,Verified,Jul-11,Current,credit_card,46175.1
807183,8000, 36 months,5.99%,243.34,MORTGAGE,24000,Not Verified,Jul-11,Fully Paid,home_improvement,8649.199927
806904,4000, 36 months,10.99%,130.94,OWN,65004,Not Verified,Jul-11,Fully Paid,other,4689.51185
807200,9000, 36 months,16.89%,320.39,OWN,41000,Not Verified,Jul-11,Fully Paid,debt_consolidation,11552.63076
788059,19750, 60 months,19.69%,519.86,MORTGAGE,90000,Verified,Jul-11,Current,home_improvement,30136.99
807212,12000, 36 months,7.49%,373.22,MORTGAGE,120000,Verified,Jul-11,Fully Paid,debt_consolidation,13260.26529
807187,9600, 36 months,13.49%,325.74,MORTGAGE,74400,Verified,Jul-11,Charged Off,debt_consolidation,431.48
807180,5000, 36 months,16.49%,177,RENT,2.00E+05,Verified,Jul-11,Fully Paid,debt_consolidation,6371.868944
807176,18000, 60 months,20.99%,385.44,MORTGAGE,340000,Source Verified,Jul-11,Fully Paid,home_improvement,18732.46159
807170,20000, 60 months,11.99%,444.79,MORTGAGE,66000,Verified,Jul-11,Fully Paid,home_improvement,21885.20818
807163,12000, 36 months,16.49%,424.8,RENT,65000,Source Verified,Jul-11,Fully Paid,debt_consolidation,12645.36816
807160,30000, 36 months,13.49%,1017.92,MORTGAGE,134000,Verified,Jul-11,Fully Paid,debt_consolidation,35356.04983
807060,2000, 36 months,6.99%,61.75,RENT,130000,Source Verified,Jul-11,Fully Paid,medical,2219.251451
807143,18225, 36 months,10.99%,596.58,MORTGAGE,50000,Verified,Jul-11,Fully Paid,debt_consolidation,21476.74494
807142,28200, 60 months,20.62%,495.87,RENT,56000,Verified,Jul-11,Charged Off,debt_consolidation,9159.2
805318,9600, 36 months,7.49%,298.58,RENT,55000,Not Verified,Jul-11,Fully Paid,debt_consolidation,10748.70327
807120,8400, 36 months,5.99%,255.51,MORTGAGE,86000,Not Verified,Jul-11,Fully Paid,small_business,9066.658803
807040,3600, 36 months,10.59%,117.17,RENT,65000,Source Verified,Jul-11,Fully Paid,debt_consolidation,4216.745313
805775,28000, 60 months,17.49%,703.28,MORTGAGE,80000,Verified,Jul-11,Charged Off,debt_consolidation,14767.24
807020,16075, 36 months,6.99%,496.28,MORTGAGE,65253,Not Verified,Jul-11,Fully Paid,credit_card,17865.91384
807005,24000, 60 months,21.36%,428.61,MORTGAGE,125000,Source Verified,Jul-11,Charged Off,debt_consolidation,8539.26
806989,10000, 36 months,13.49%,339.31,RENT,40000,Verified,Jul-11,Charged Off,debt_consolidation,10155.32
806959,6000, 36 months,6.99%,185.24,MORTGAGE,77000,Not Verified,Jul-11,Fully Paid,major_purchase,6621.599665
806960,5000, 36 months,11.99%,166.05,MORTGAGE,136886,Verified,Jul-11,Charged Off,debt_consolidation,1954.11
806946,10000, 36 months,6.99%,308.73,MORTGAGE,65000,Source Verified,Jul-11,Fully Paid,debt_consolidation,11035.95671
806913,12000, 60 months,13.49%,276.06,RENT,60000,Verified,Jul-11,Fully Paid,debt_consolidation,13510.29416
805296,4800, 36 months,13.49%,162.87,MORTGAGE,71000,Source Verified,Jul-11,Fully Paid,moving,5836.704342
806925,10500, 36 months,8.49%,331.42,RENT,40500,Not Verified,Jul-11,Charged Off,debt_consolidation,4961.55
803884,18000, 60 months,11.99%,400.31,RENT,64000,Verified,Jul-11,Fully Paid,debt_consolidation,20007.865
806884,20700, 60 months,20.99%,559.89,RENT,33000,Verified,Jul-11,Fully Paid,debt_consolidation,28562.28986
806888,10000, 36 months,16.49%,354,MORTGAGE,82000,Not Verified,Jul-11,Fully Paid,debt_consolidation,12743.73487
806883,3600, 36 months,5.99%,109.51,RENT,55000,Not Verified,Jul-11,Fully Paid,small_business,3969.355292
806870,29000, 60 months,11.49%,497.47,MORTGAGE,73000,Verified,Jul-11,Fully Paid,debt_consolidation,25753.59228
805242,7500, 60 months,16.49%,184.35,MORTGAGE,78000,Source Verified,Jul-11,Fully Paid,car,7603.75
805524,6000, 36 months,13.49%,203.59,RENT,50000,Not Verified,Jul-11,Fully Paid,debt_consolidation,7147.686435
806869,4000, 36 months,5.99%,121.67,RENT,33000,Not Verified,Jul-11,Fully Paid,debt_consolidation,4290.840468
806864,16000, 60 months,13.49%,368.08,MORTGAGE,3.00E+05,Source Verified,Jul-11,Current,home_improvement,21318.57
806856,8000, 36 months,13.49%,271.45,RENT,64800,Verified,Jul-11,Fully Paid,debt_consolidation,9771.918186
805141,35000, 60 months,18.39%,896.22,MORTGAGE,205000,Verified,Jul-11,Fully Paid,home_improvement,46166.63305
806804,6000, 36 months,15.23%,208.67,MORTGAGE,60000,Not Verified,Jul-11,Charged Off,debt_consolidation,5515.95
806798,2500, 36 months,7.49%,77.76,OWN,8628,Not Verified,Jul-11,Fully Paid,debt_consolidation,2574.149435
806581,6000, 60 months,18.39%,153.64,MORTGAGE,54504,Not Verified,Jul-11,Fully Paid,debt_consolidation,9055.41001
806772,25000, 60 months,11.49%,445.8,RENT,49380,Verified,Jul-11,Fully Paid,other,24600.3561
806777,6000, 36 months,10.99%,196.41,RENT,95000,Source Verified,Jul-11,Fully Paid,debt_consolidation,7052.846513
806771,30000, 36 months,16.49%,1061.99,MORTGAGE,120000,Verified,Jul-11,Charged Off,other,20176.39
806736,8000, 36 months,7.49%,248.82,MORTGAGE,33000,Not Verified,Jul-11,Fully Paid,small_business,8957.23864
801105,3000, 36 months,11.99%,99.63,OWN,19200,Not Verified,Jul-11,Fully Paid,debt_consolidation,3427.288627
806722,9800, 36 months,5.42%,295.57,MORTGAGE,140004,Source Verified,Jul-11,Fully Paid,credit_card,10640.3777
806636,19200, 60 months,21.74%,527.45,RENT,72000,Not Verified,Jul-11,Current,debt_consolidation,30535.99
806629,8000, 36 months,12.99%,269.52,RENT,62000,Not Verified,Jul-11,Fully Paid,debt_consolidation,9413.676249
806573,15000, 36 months,11.99%,498.15,RENT,48000,Not Verified,Jul-11,Fully Paid,debt_consolidation,17953.57464
806504,6150, 36 months,11.49%,202.78,MORTGAGE,72000,Not Verified,Jul-11,Fully Paid,home_improvement,7299.789011
806487,7800, 36 months,16.49%,276.12,RENT,33600,Not Verified,Jul-11,Fully Paid,debt_consolidation,9704.365293
806476,18000, 60 months,16.89%,446.29,RENT,48000,Verified,Jul-11,Current,debt_consolidation,25809.8
806442,13500, 36 months,13.99%,461.34,RENT,57772,Not Verified,Jul-11,Fully Paid,debt_consolidation,16423.07119
806426,18225, 60 months,18.79%,470.67,MORTGAGE,68000,Verified,Jul-11,Current,credit_card,27252.36
806399,35000, 36 months,11.99%,1137.43,RENT,80000,Source Verified,Jul-11,Fully Paid,credit_card,40100.99284
806406,5500, 36 months,9.99%,177.45,RENT,73000,Not Verified,Jul-11,Fully Paid,debt_consolidation,5864.29773
806358,35000, 60 months,18.39%,896.22,MORTGAGE,75000,Verified,Jul-11,Current,debt_consolidation,51081.75
805887,12000, 60 months,13.49%,276.06,OWN,84996,Not Verified,Jul-11,Fully Paid,debt_consolidation,16272.11997
799135,20000, 60 months,12.99%,454.96,MORTGAGE,46000,Verified,Jul-11,Fully Paid,debt_consolidation,26870.49
806322,18000, 36 months,15.23%,626.01,RENT,46800,Verified,Jul-11,Fully Paid,debt_consolidation,22536.14499
806271,7000, 36 months,6.99%,216.11,RENT,95000,Not Verified,Jul-11,Fully Paid,debt_consolidation,7795.987939
806250,15000, 36 months,15.99%,527.29,MORTGAGE,40000,Verified,Jul-11,Charged Off,debt_consolidation,14803.37
805996,33950, 60 months,21.74%,631.16,MORTGAGE,180000,Verified,Jul-11,Current,debt_consolidation,36600.71
806221,2875, 36 months,11.99%,95.48,OWN,40800,Not Verified,Jul-11,Charged Off,moving,2693
806164,5400, 60 months,18.39%,138.28,RENT,18996,Source Verified,Jul-11,Charged Off,other,1657.49
806211,18500, 36 months,12.99%,623.25,RENT,60000,Not Verified,Jul-11,Fully Paid,debt_consolidation,22370.92514
805588,2000, 36 months,6.99%,61.75,RENT,69000,Not Verified,Jul-11,Fully Paid,debt_consolidation,2219.251451
806215,7000, 36 months,8.49%,220.95,OWN,42000,Not Verified,Jul-11,Fully Paid,car,7145.166795
799585,35000, 60 months,12.99%,796.18,MORTGAGE,85000,Verified,Jul-11,Current,home_improvement,46066.22
802930,6000, 36 months,13.99%,205.04,MORTGAGE,50000,Not Verified,Jul-11,Fully Paid,debt_consolidation,7381.29069
805829,25200, 60 months,13.49%,579.72,MORTGAGE,90000,Verified,Jul-11,Fully Paid,debt_consolidation,31743.06872
806146,11200, 36 months,11.99%,371.95,RENT,30809,Source Verified,Jul-11,Fully Paid,debt_consolidation,13390.06127
802444,28000, 60 months,19.29%,730.82,MORTGAGE,2.00E+05,Verified,Jul-11,Fully Paid,credit_card,40766.36128
806126,21000, 60 months,12.99%,477.71,RENT,340000,Source Verified,Jul-11,Charged Off,wedding,22263.66
805699,6000, 36 months,6.99%,185.24,RENT,37920,Not Verified,Jul-11,Fully Paid,debt_consolidation,6610.765023
806080,21000, 36 months,12.99%,707.48,RENT,125000,Verified,Jul-11,Fully Paid,debt_consolidation,22854.66334
806081,8000, 36 months,14.79%,276.51,RENT,35000,Source Verified,Jul-11,Fully Paid,debt_consolidation,9102.793389
806051,8500, 36 months,15.62%,297.25,MORTGAGE,46500,Source Verified,Jul-11,Fully Paid,other,9933.11995
806075,7800, 36 months,15.62%,272.77,RENT,43955.48,Source Verified,Jul-11,Fully Paid,debt_consolidation,9819.436326
804154,18000, 36 months,14.79%,622.13,RENT,125000,Source Verified,Jul-11,Fully Paid,credit_card,22396.51909
784950,4000, 36 months,5.42%,120.64,MORTGAGE,50000,Source Verified,Jul-11,Fully Paid,major_purchase,4343.013754
806046,9600, 60 months,13.49%,220.85,MORTGAGE,59000,Not Verified,Jul-11,Fully Paid,other,13143.36002
806056,7600, 36 months,13.49%,257.88,RENT,80000,Source Verified,Jul-11,Fully Paid,debt_consolidation,8527.326273
805854,3000, 36 months,12.99%,101.07,MORTGAGE,62000,Source Verified,Jul-11,Fully Paid,medical,3405.379265
804002,1400, 36 months,10.59%,45.57,RENT,45000,Not Verified,Jul-11,Fully Paid,other,1424.532188
806044,28000, 36 months,10.99%,916.56,OWN,260000,Verified,Jul-11,Fully Paid,home_improvement,32995.79889
793006,8750, 36 months,9.99%,282.3,MORTGAGE,66000,Not Verified,Jul-11,Fully Paid,debt_consolidation,9958.433155
806010,28000, 36 months,16.49%,991.19,MORTGAGE,95000,Verified,Jul-11,Fully Paid,home_improvement,35602.68079
803014,16550, 60 months,10.99%,359.76,OWN,30000,Not Verified,Jul-11,Current,home_improvement,20482.45
804566,4000, 36 months,5.42%,120.64,MORTGAGE,60000,Not Verified,Jul-11,Fully Paid,home_improvement,4295.72657
797490,5600, 36 months,10.99%,183.32,MORTGAGE,64800,Not Verified,Jul-11,Fully Paid,car,6582.636791
803519,1700, 36 months,9.99%,54.85,RENT,18600,Not Verified,Jul-11,Fully Paid,debt_consolidation,1814.935548
805933,5000, 36 months,7.49%,155.51,MORTGAGE,38400,Source Verified,Jul-11,Fully Paid,credit_card,5276.604337
805934,3000, 36 months,7.49%,93.31,RENT,75000,Not Verified,Jul-11,Fully Paid,medical,3358.953926
805919,5000, 36 months,14.79%,172.82,RENT,60000,Source Verified,Jul-11,Fully Paid,other,6221.200489
784517,14500, 36 months,11.49%,478.09,RENT,55500,Source Verified,Jul-11,Charged Off,debt_consolidation,6734.64
804793,12000, 60 months,18.39%,307.28,MORTGAGE,75000,Source Verified,Jul-11,Fully Paid,debt_consolidation,18426.17996
805905,4000, 36 months,10.59%,130.18,MORTGAGE,30000,Not Verified,Jul-11,Fully Paid,other,4103.601623
805889,5000, 36 months,8.49%,157.82,RENT,48000,Not Verified,Jul-11,Charged Off,small_business,1861.45
803964,7000, 60 months,17.99%,177.72,MORTGAGE,66996,Not Verified,Jul-11,Fully Paid,debt_consolidation,9106.962426
805786,12000, 36 months,7.49%,373.22,RENT,84000,Source Verified,Jul-11,Fully Paid,major_purchase,12908.76698
805833,3000, 36 months,15.62%,104.91,MORTGAGE,65000,Source Verified,Jul-11,Fully Paid,other,3776.720974
798390,25000, 60 months,14.79%,592,MORTGAGE,143000,Verified,Jul-11,Current,debt_consolidation,34307.17
805803,24000, 36 months,19.69%,888.14,RENT,95000,Verified,Jul-11,Fully Paid,debt_consolidation,31910.99776
805764,11000, 36 months,17.99%,397.63,MORTGAGE,90369,Verified,Jul-11,Fully Paid,debt_consolidation,14314.2627
754827,4800, 36 months,7.49%,149.29,MORTGAGE,45000,Not Verified,Jul-11,Fully Paid,debt_consolidation,5374.351633
784538,8000, 36 months,12.99%,269.52,MORTGAGE,86400,Source Verified,Jul-11,Fully Paid,debt_consolidation,8563.860478
805766,15000, 36 months,11.99%,498.15,RENT,42300,Not Verified,Jul-11,Fully Paid,debt_consolidation,17440.34182
805740,35000, 36 months,11.99%,1162.34,MORTGAGE,95000,Verified,Jul-11,Fully Paid,debt_consolidation,41112.19853
802789,30000, 36 months,17.49%,1076.92,RENT,112260,Verified,Jul-11,Fully Paid,debt_consolidation,30865.34419
805743,8325, 36 months,6.99%,257.02,MORTGAGE,106369,Source Verified,Jul-11,Fully Paid,home_improvement,9252.471269
805706,10000, 36 months,16.89%,355.99,MORTGAGE,49000,Source Verified,Jul-11,Fully Paid,debt_consolidation,12259.68223
805692,14000, 36 months,8.49%,441.89,MORTGAGE,65000,Verified,Jul-11,Fully Paid,debt_consolidation,15548.23328
805663,35000, 60 months,12.99%,796.18,RENT,45000,Verified,Jul-11,Fully Paid,small_business,40793.11138
805646,4800, 36 months,5.42%,144.77,RENT,35000,Not Verified,Jul-11,Fully Paid,car,4965.670416
805605,15000, 36 months,8.49%,473.45,MORTGAGE,56000,Verified,Jul-11,Fully Paid,debt_consolidation,17043.93699
801300,5050, 36 months,6.99%,155.91,MORTGAGE,72000,Not Verified,Jul-11,Fully Paid,home_improvement,5240.305119
804981,12000, 36 months,5.42%,361.92,OWN,112000,Not Verified,Jul-11,Fully Paid,debt_consolidation,12862.31023
805579,6000, 36 months,8.49%,189.38,RENT,72000,Not Verified,Jul-11,Fully Paid,debt_consolidation,6813.594264
805576,10000, 36 months,11.99%,332.1,RENT,47000,Not Verified,Jul-11,Fully Paid,debt_consolidation,11531.21929
805545,6000, 36 months,7.49%,186.61,RENT,45000,Not Verified,Jul-11,Fully Paid,credit_card,6717.95011
805501,6000, 36 months,7.49%,186.61,RENT,13440,Not Verified,Jul-11,Fully Paid,debt_consolidation,6565.918191
792784,20000, 60 months,15.99%,486.26,RENT,52000,Verified,Jul-11,Fully Paid,debt_consolidation,24419.87205
801189,9600, 60 months,16.89%,238.02,OWN,48000,Source Verified,Jul-11,Current,home_improvement,13743.46
805364,16000, 60 months,14.79%,378.88,MORTGAGE,47000,Not Verified,Jul-11,Current,credit_card,21956.44
805402,12000, 36 months,7.49%,373.22,RENT,20400,Not Verified,Jul-11,Fully Paid,debt_consolidation,12773.32217
805365,3000, 60 months,11.99%,66.72,MORTGAGE,64800,Not Verified,Jul-11,Fully Paid,car,3030
805378,5000, 36 months,7.49%,155.51,OWN,48600,Not Verified,Jul-11,Charged Off,other,2802.06
805361,6000, 36 months,15.62%,209.82,RENT,65600,Not Verified,Jul-11,Fully Paid,debt_consolidation,7209.708443
805342,6000, 36 months,15.62%,209.82,MORTGAGE,56160,Not Verified,Jul-11,Charged Off,major_purchase,1465.87
799595,18000, 60 months,20.99%,486.86,RENT,78000,Not Verified,Jul-11,Fully Paid,debt_consolidation,26301.59889
805331,10125, 36 months,15.23%,352.13,MORTGAGE,3.00E+05,Not Verified,Jul-11,Fully Paid,debt_consolidation,12237.67175
805295,3250, 36 months,13.49%,110.28,RENT,20000,Not Verified,Jul-11,Charged Off,debt_consolidation,817.87
791612,4800, 36 months,5.42%,144.77,MORTGAGE,76000,Not Verified,Jul-11,Fully Paid,major_purchase,5211.610511
804751,2000, 36 months,7.49%,62.21,MORTGAGE,23652,Not Verified,Jul-11,Fully Paid,debt_consolidation,2239.288533
805284,1000, 36 months,14.79%,34.57,RENT,35000,Not Verified,Jul-11,Fully Paid,major_purchase,1274.729537
804800,1500, 36 months,8.49%,47.35,MORTGAGE,24000,Not Verified,Jul-11,Fully Paid,other,1704.369516
805227,12000, 36 months,7.49%,373.22,RENT,36000,Not Verified,Jul-11,Charged Off,other,4038.55
805142,7200, 36 months,5.99%,219.01,MORTGAGE,75600,Not Verified,Jul-11,Fully Paid,other,7836.28943
805134,17000, 60 months,14.79%,402.56,RENT,72000,Source Verified,Jul-11,Charged Off,debt_consolidation,6053.71
805082,21000, 60 months,20.99%,568.01,RENT,98000,Verified,Jul-11,Current,credit_card,32875.76
805064,2050, 36 months,10.59%,66.72,RENT,25000,Not Verified,Jul-11,Fully Paid,credit_card,2306.927971
765919,8000, 36 months,7.49%,248.82,MORTGAGE,94700,Not Verified,Jul-11,Fully Paid,major_purchase,8957.23864
802144,21500, 36 months,9.99%,693.65,RENT,70000,Not Verified,Jul-11,Fully Paid,debt_consolidation,24480.47752
804919,10000, 36 months,11.49%,329.72,MORTGAGE,86000,Source Verified,Jul-11,Fully Paid,car,11869.59974
804959,12000, 60 months,11.99%,266.88,MORTGAGE,51600,Source Verified,Jul-11,Charged Off,debt_consolidation,3783.32
804980,1800, 36 months,16.49%,63.72,RENT,45000,Not Verified,Jul-11,Fully Paid,debt_consolidation,2293.872278
804982,7000, 36 months,6.99%,216.11,MORTGAGE,75000,Source Verified,Jul-11,Fully Paid,home_improvement,7779.867155
804971,18000, 36 months,10.99%,589.22,RENT,80000,Source Verified,Jul-11,Fully Paid,debt_consolidation,21211.56669
804949,1275, 36 months,10.99%,41.74,MORTGAGE,65964,Source Verified,Jul-11,Charged Off,car,1329.05
804920,28000, 60 months,10.99%,390.74,MORTGAGE,145000,Source Verified,Jul-11,Fully Paid,debt_consolidation,18139.82
804918,3000, 36 months,10.99%,98.21,RENT,36000,Source Verified,Jul-11,Fully Paid,vacation,3535.218336
802095,8000, 36 months,7.49%,248.82,MORTGAGE,51000,Not Verified,Jul-11,Fully Paid,other,8948.021571
804807,10800, 60 months,17.99%,274.2,RENT,52000,Verified,Jul-11,Fully Paid,small_business,16424.40998
804871,12800, 36 months,10.59%,416.58,RENT,42000,Not Verified,Jul-11,Fully Paid,debt_consolidation,14996.65617
804141,12500, 36 months,15.99%,439.41,MORTGAGE,135000,Not Verified,Jul-11,Fully Paid,debt_consolidation,15733.21532
804865,12000, 36 months,15.23%,417.34,RENT,130000,Verified,Jul-11,Fully Paid,small_business,15024.09496
804829,16000, 60 months,18.39%,409.7,RENT,32904,Verified,Jul-11,Fully Paid,major_purchase,22235.12185
804764,4000, 36 months,10.59%,130.18,MORTGAGE,24000,Source Verified,Jul-11,Fully Paid,other,4555.676153
804831,6000, 36 months,5.42%,180.96,RENT,165996,Not Verified,Jul-11,Fully Paid,car,6514.522194
804762,19200, 36 months,10.99%,628.5,RENT,125000,Source Verified,Jul-11,Fully Paid,debt_consolidation,22425.75391
